tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2008-375,Lyon,Carpet,32,A,20081020,1,104053,1,0,Andy Roddick,R,188,USA,26.14099932,7,2045,103917,0,,Nicolas Mahut,R,190,FRA,26.74606434,92,500,7-6(5) 6-4,3,R32,78,18,3,62,44,39,10,11,0,0,18,5,71,50,41,9,11,3,4
2008-375,Lyon,Carpet,32,A,20081020,17,104053,1,0,Andy Roddick,R,188,USA,26.14099932,7,2045,104068,0,,Robby Ginepri,R,183,USA,26.03696099,57,700,7-6(5) 7-6(3),3,R16,98,26,0,79,63,53,8,12,2,2,11,1,98,65,50,15,12,6,6
2008-1536,Madrid Masters,Hard,48,M,20081012,25,104053,8,0,Andy Roddick,R,188,USA,26.12183436,8,1970,103990,0,,Tommy Robredo,R,180,ESP,26.45311431,19,1255,6-3 6-4,3,R32,69,13,1,56,40,29,12,10,1,1,1,1,46,26,19,11,9,1,3
2008-540,Wimbledon,Grass,128,G,20080623,33,104053,6,0,Andy Roddick,R,188,USA,25.81519507,6,2280,104724,0,,Eduardo Schwank,R,183,ARG,22.16837782,60,619,7-5 6-4 7-6(0),5,R128,135,15,3,96,64,52,21,17,0,0,5,6,121,75,51,24,17,10,12
2008-423,Los Angeles,Hard,28,A,20080804,13,104053,1,0,Andy Roddick,R,188,USA,25.9301848,9,1865,102811,0,LL,Dusan Vemic,R,190,SRB,32.13141684,178,229,6-2 6-2,3,R16,73,8,4,47,31,27,7,8,4,4,4,2,61,43,25,7,8,4,8
2008-423,Los Angeles,Hard,28,A,20080804,21,104053,1,0,Andy Roddick,R,188,USA,25.9301848,9,1865,102967,0,,Marc Gicquel,R,188,FRA,31.34839151,49,829,6-3 6-1,3,QF,66,6,0,47,33,26,8,8,1,1,6,3,53,28,17,11,8,5,9
2008-423,Los Angeles,Hard,28,A,20080804,25,104053,1,0,Andy Roddick,R,188,USA,25.9301848,9,1865,103823,0,,Denis Gremelmayr,L,183,GER,26.96783025,89,506,6-2 6-2,3,SF,62,6,0,46,32,24,11,8,4,4,4,2,47,32,19,7,8,7,11
2008-421,Canada Masters,Hard,56,M,20080721,28,104053,6,0,Andy Roddick,R,188,USA,25.89185489,6,2065,103917,0,,Nicolas Mahut,R,190,FRA,26.49691992,95,491,6-1 6-7(6) 6-3,3,R32,110,18,2,85,58,46,22,15,5,5,7,3,81,51,39,13,13,4,7
2008-424,San Jose,Hard,32,A,20080218,1,104053,1,0,Andy Roddick,R,188,USA,25.47022587,6,2120,104589,0,LL,Chris Guccione,L,201,AUS,22.55441478,87,481,6-3 6-7(3) 7-6(5),3,R32,100,9,3,91,65,55,20,17,0,0,20,2,94,62,52,19,16,1,2
2008-424,San Jose,Hard,32,A,20080218,17,104053,1,0,Andy Roddick,R,188,USA,25.47022587,6,2120,105453,0,,Kei Nishikori,R,178,JPN,18.13826146,131,340,6-2 6-4,3,R16,64,7,1,53,38,28,9,9,1,2,2,2,58,35,19,12,9,4,8
