tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-499,Delray Beach,Hard,32,A,20020304,31,102106,5,,Davide Sanguinetti,R,188,ITA,29.52224504,60,614,104053,1,,Andy Roddick,R,188,USA,19.50992471,13,1913,6-4 4-6 6-4,3,F,112,9,0,91,48,35,29,15,5,6,14,5,89,51,43,17,15,4,6
2002-403,Miami Masters,Hard,96,M,20020318,52,103428,0,,Juan Ignacio Chela,R,190,ARG,22.54893908,37,1015,104053,10,,Andy Roddick,R,188,USA,19.54825462,12,1965,6-3 2-6 6-4,3,R64,91,8,3,74,30,25,24,13,0,2,14,2,86,52,36,18,14,2,5
2002-1536,Madrid Masters,Hard,48,M,20021014,26,104022,0,,Mikhail Youzhny,R,183,RUS,20.30390144,44,773,104053,10,,Andy Roddick,R,188,USA,20.12320329,13,1995,6-3 6-4,3,R32,68,2,1,64,43,36,10,10,1,1,6,2,54,36,28,7,9,4,6
2002-338,Sydney,Hard,32,A,20020107,30,103819,2,,Roger Federer,R,185,SUI,20.41615332,13,1745,104053,3,,Andy Roddick,R,188,USA,19.35660507,15,1573,7-6(3) 6-4,3,SF,81,7,4,70,37,31,19,11,4,5,5,4,80,43,29,20,11,4,6
2002-540,Wimbledon,Grass,128,G,20020624,106,102257,23,,Greg Rusedski,L,193,GBR,28.79671458,39,920,104053,11,,Andy Roddick,R,188,USA,19.816564,14,1825,6-3 6-4 6-2,5,R32,85,12,3,80,54,43,19,14,2,2,4,6,77,45,33,14,13,3,7
2002-580,Australian Open,Hard,128,G,20020114,76,103344,0,,Ivan Ljubicic,R,193,CRO,22.82546201,37,982,104053,13,,Andy Roddick,R,188,USA,19.37577002,15,1643,7-6(11) 3-2 RET,5,R64,71,7,1,65,42,33,13,9,6,6,7,1,59,32,27,15,8,0,1
2002-424,San Jose,Hard,32,A,20020225,30,101736,2,,Andre Agassi,R,180,USA,31.8275154,5,2520,104053,3,,Andy Roddick,R,188,USA,19.49075975,13,1853,6-3 6-1,3,SF,49,10,1,36,25,24,8,8,0,0,9,4,50,26,15,11,8,3,7
2002-421,Canada Masters,Hard,64,M,20020729,63,103084,0,,Guillermo Canas,R,185,ARG,24.67351129,19,1530,104053,12,,Andy Roddick,R,188,USA,19.91238877,12,1825,6-4 7-5,3,F,76,9,1,56,36,29,13,11,0,1,9,5,55,37,26,10,11,1,4
2002-423,Los Angeles,Hard,32,A,20020722,29,102998,0,,Jan Michael Gambill,R,190,USA,25.13347023,53,730,104053,4,,Andy Roddick,R,188,USA,19.89322382,12,1825,7-5 6-3,3,SF,71,12,0,61,39,31,11,11,2,3,6,1,53,36,24,9,10,0,3
2002-422,Cincinnati Masters,Hard,64,M,20020805,58,103602,0,,Fernando Gonzalez,R,183,CHI,22.01779603,39,866,104053,12,,Andy Roddick,R,188,USA,19.93155373,9,2050,7-6(4) 7-6(6),3,QF,114,4,6,82,56,48,9,12,4,6,19,8,102,58,42,20,12,5,7
2002-352,Paris Masters,Carpet,48,M,20021028,42,103387,0,,Paradorn Srichaphan,R,185,THA,23.37303217,21,1478,104053,12,,Andy Roddick,R,188,USA,20.1615332,12,1925,7-6(3) 7-6(3),3,QF,84,18,1,69,46,42,16,12,0,0,15,0,75,43,40,15,12,1,1
2002-414,Hamburg Masters,Clay,64,M,20020513,54,102369,0,Q,Julien Boutter,R,190,FRA,28.10403833,60,665,104053,13,,Andy Roddick,R,188,USA,19.70157426,13,1895,6-3 7-5,3,R16,79,9,6,63,33,27,18,11,0,0,5,1,63,34,27,14,10,5,7
2002-416,Rome Masters,Clay,64,M,20020506,61,103163,7,,Tommy Haas,R,188,GER,24.09034908,7,2525,104053,13,,Andy Roddick,R,188,USA,19.68240931,14,1745,6-1 7-5,3,SF,75,10,2,57,33,27,16,10,2,2,4,2,65,42,27,10,9,6,9
2002-410,Monte Carlo Masters,Clay,64,M,20020415,55,103163,5,,Tommy Haas,R,188,GER,24.03285421,7,2475,104053,10,,Andy Roddick,R,188,USA,19.62491444,13,1845,6-3 6-2,3,R16,74,12,4,57,29,25,15,9,4,4,1,2,66,34,21,14,8,7,10
2002-328,Basel,Carpet,32,A,20021021,26,103819,3,,Roger Federer,R,185,SUI,21.2019165,8,2235,104053,5,,Andy Roddick,R,188,USA,20.14236824,12,1925,7-6(5) 6-1,3,QF,70,4,1,50,29,23,17,9,0,0,14,0,76,49,39,5,10,4,7
2002-520,Roland Garros,Clay,128,G,20020527,57,101885,0,,Wayne Arthurs,L,190,AUS,31.19233402,91,430,104053,13,,Andy Roddick,R,188,USA,19.73990418,14,1895,4-6 7-6(14) 4-6 7-5 6-3,5,R128,196,25,10,172,101,78,45,27,6,8,6,7,175,94,71,51,26,8,10
2002-741,Nottingham,Grass,32,A,20020617,1,102035,0,,Jonas Bjorkman,R,183,SWE,30.23408624,60,660,104053,1,,Andy Roddick,R,188,USA,19.79739904,14,1825,7-5 7-5,3,R32,90,5,2,75,52,45,7,12,0,0,6,4,70,50,38,10,8,3,5
2002-560,US Open,Hard,128,G,20020826,123,101948,17,,Pete Sampras,R,185,USA,31.03901437,17,1560,104053,11,,Andy Roddick,R,188,USA,19.9890486,11,1995,6-3 6-2 6-4,5,QF,89,13,8,75,34,29,28,14,1,1,8,3,69,47,34,10,13,2,6
2002-418,Washington,Hard,56,A,20020812,48,101897,16,,Fernando Meligeni,L,180,BRA,31.33470226,61,637,104053,2,,Andy Roddick,R,188,USA,19.95071869,9,2170,6-4 6-4,3,R16,90,1,3,63,37,28,15,10,5,6,3,6,72,32,24,18,10,5,8
2002-615,Dusseldorf,Clay,64,A,20020520,1,103096,0,,Arnaud Clement,R,173,FRA,24.42162902,47,785,104053,0,,Andy Roddick,R,188,USA,19.72073922,14,1895,3-6 6-4 6-3,3,RR,107,1,3,82,40,29,19,14,0,4,11,3,74,40,28,17,14,1,6
2002-D057,Davis Cup WG SF: FRA vs USA,Clay,4,D,20020920,1,103096,0,,Arnaud Clement,R,173,FRA,24.74743326,42,780,104053,0,,Andy Roddick,R,188,USA,20.04654346,11,1995,4-6 7-6(6) 7-6(5) 6-1,5,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-D057,Davis Cup WG SF: FRA vs USA,Clay,4,D,20020920,3,103206,0,,Sebastien Grosjean,R,175,FRA,24.30116359,9,2075,104053,0,,Andy Roddick,R,188,USA,20.04654346,11,1995,6-4 3-6 6-3 6-4,5,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
