tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2003-520,Roland Garros,Clay,128,G,20030526,32,102227,0,,Sargis Sargsian,R,180,ARM,29.97672827,67,623,104053,6,,Andy Roddick,R,188,USA,20.73648186,6,2225,6-7(3) 6-1 6-2 6-4,5,R128,140,11,2,108,68,57,22,19,4,5,7,5,119,62,43,25,18,9,15
2003-414,Hamburg Masters,Clay,64,M,20030512,37,102860,0,,Agustin Calleri,R,183,ARG,26.65571526,31,1050,104053,4,,Andy Roddick,R,188,USA,20.69815195,6,2115,3-6 6-2 6-3,3,R32,96,9,2,80,45,35,20,13,5,6,3,2,72,37,29,19,13,3,6
2003-416,Rome Masters,Clay,64,M,20030505,40,103280,0,Q,Martin Verkerk,R,196,NED,24.50924025,68,607,104053,5,,Andy Roddick,R,188,USA,20.678987,6,2305,6-7(6) 6-3 6-4,3,R32,114,19,8,91,50,46,22,16,2,3,12,2,100,52,42,25,15,4,7
2003-410,Monte Carlo Masters,Clay,64,M,20030414,9,102287,0,Q,Albert Portas,R,188,ESP,29.40999316,96,427,104053,3,,Andy Roddick,R,188,USA,20.62149213,6,2430,7-6(5) 6-3,3,R64,79,4,3,71,44,36,16,11,1,1,3,1,64,44,30,13,10,1,2
2003-580,Australian Open,Hard,128,G,20030113,125,102783,31,,Rainer Schuettler,R,180,GER,26.71868583,36,945,104053,9,,Andy Roddick,R,188,USA,20.37234771,10,2045,7-5 2-6 6-3 6-3,5,SF,139,6,4,102,54,41,30,19,3,6,11,4,123,76,52,21,19,8,13
2003-328,Basel,Carpet,32,A,20031020,29,103900,4,,David Nalbandian,R,180,ARG,21.79876797,9,2070,104053,1,,Andy Roddick,R,188,USA,21.13894593,2,4235,7-5 7-5,3,SF,95,3,4,69,43,31,16,12,0,1,13,1,76,44,28,18,12,2,5
2003-499,Delray Beach,Hard,32,A,20030303,1,103888,0,,Mardy Fish,R,188,USA,21.229295,66,604,104053,1,,Andy Roddick,R,188,USA,20.5065024,6,2370,7-6(4) 4-3 RET,3,R32,83,9,2,72,37,30,18,10,6,7,7,2,59,36,33,8,9,3,4
2003-418,Washington,Hard,48,A,20030728,46,102450,10,,Tim Henman,R,185,GBR,28.88980151,38,915,104053,2,,Andy Roddick,R,188,USA,20.90896646,6,2890,1-6 6-3 7-6(1),3,SF,109,8,2,84,48,39,19,14,5,7,11,2,75,41,33,22,14,1,2
2003-352,Paris Masters,Carpet,48,M,20031027,46,102450,0,,Tim Henman,R,185,GBR,29.13894593,31,1055,104053,2,,Andy Roddick,R,188,USA,21.15811088,2,4235,7-6(4) 7-6(7),3,SF,121,5,4,90,59,47,14,12,4,5,10,1,89,51,36,20,12,2,3
2003-540,Wimbledon,Grass,128,G,20030623,125,103819,4,,Roger Federer,R,185,SUI,21.87268994,5,2580,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,7-6(6) 6-3 6-3,5,SF,103,17,0,84,51,42,25,15,2,2,4,0,99,57,42,21,15,5,8
2003-402,Memphis,Hard,32,A,20030217,31,103758,0,,Taylor Dent,R,188,USA,21.81793292,68,597,104053,1,,Andy Roddick,R,188,USA,20.46817248,6,2460,6-1 6-4,3,F,60,11,4,49,19,17,22,9,3,3,7,3,53,34,23,7,8,1,4
2003-1536,Madrid Masters,Hard,48,M,20031013,40,103454,0,,Nicolas Massu,R,183,CHI,24.00821355,21,1192,104053,2,,Andy Roddick,R,188,USA,21.11978097,2,4165,7-6(3) 6-2,3,R16,81,5,1,57,40,36,9,10,1,2,6,3,59,31,23,14,10,1,4
2003-404,Indian Wells Masters,Hard,64,M,20030310,60,102783,15,,Rainer Schuettler,R,180,GER,26.87200548,15,1570,104053,6,,Andy Roddick,R,188,USA,20.52566735,6,2275,6-3 6-2,3,QF,60,1,1,50,35,28,9,9,3,3,4,4,48,28,21,7,8,1,4
2003-717,Houston,Clay,32,A,20030421,31,101736,1,,Andre Agassi,R,180,USA,32.97741273,2,4295,104053,2,,Andy Roddick,R,188,USA,20.64065708,6,2360,3-6 6-3 6-4,3,F,95,5,0,77,58,40,12,14,3,5,11,2,84,47,32,20,14,0,3
