tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2009-403,Miami Masters,Hard,96,M,20090325,92,103819,2,,Roger Federer,R,185,SUI,27.62217659,2,10910,104053,5,,Andy Roddick,R,188,USA,26.56262834,6,4610,6-3 4-6 6-4,3,QF,123,7,5,80,51,36,20,14,2,3,6,4,101,71,48,16,15,4,7
2009-747,Beijing,Hard,32,A,20091005,12,103997,0,Q,Lukasz Kubot,R,190,POL,27.38945927,143,418,104053,3,,Andy Roddick,R,188,USA,27.09924709,6,4920,6-2 6-4,3,R32,81,5,7,57,37,29,7,9,2,4,5,4,59,41,24,5,9,4,9
2009-404,Indian Wells Masters,Hard,96,M,20090312,93,104745,1,,Rafael Nadal,L,185,ESP,22.7652293,1,14360,104053,7,,Andy Roddick,R,188,USA,26.52429843,7,4060,6-4 7-6(4),3,SF,110,5,2,75,50,37,12,11,3,5,9,1,66,45,34,8,11,3,6
2009-560,US Open,Hard,128,G,20090831,104,104545,0,,John Isner,R,206,USA,24.34770705,55,914,104053,5,,Andy Roddick,R,188,USA,27.00342231,5,5720,7-6(3) 6-3 3-6 5-7 7-6(5),5,R32,231,38,7,163,106,85,34,27,7,9,20,2,154,102,85,33,27,6,7
2009-311,Queen's Club,Grass,56,A,20090608,54,103484,6,,James Blake,R,185,USA,29.44558522,16,2390,104053,2,,Andy Roddick,R,188,USA,26.77344285,6,4400,4-4 RET,3,SF,32,3,0,20,11,10,7,4,0,0,4,0,26,14,12,6,4,3,3
2009-1536,Madrid Masters,Clay,56,M,20090510,52,103819,2,,Roger Federer,R,185,SUI,27.75633128,2,10170,104053,6,,Andy Roddick,R,188,USA,26.69678303,6,4040,7-5 6-7(5) 6-1,3,QF,131,15,2,97,56,49,20,16,2,3,9,1,91,61,42,16,15,5,9
2009-451,Doha,Hard,32,A,20090105,31,104918,3,,Andy Murray,R,190,GBR,21.64544832,4,7050,104053,4,,Andy Roddick,R,188,USA,26.35181383,8,3940,6-4 6-2,3,F,71,5,1,50,35,28,9,9,1,1,3,0,46,32,21,6,9,0,3
2009-5014,Shanghai Masters,Hard,56,M,20091011,36,104527,0,,Stanislas Wawrinka,R,183,SUI,24.54209446,22,1650,104053,4,,Andy Roddick,R,188,USA,27.11841205,6,4830,3-4 RET,3,R32,36,2,2,25,13,9,7,3,2,2,4,0,22,16,13,4,4,0,0
2009-580,Australian Open,Hard,128,G,20090119,126,103819,2,,Roger Federer,R,185,SUI,27.44969199,2,10700,104053,7,,Andy Roddick,R,188,USA,26.39014374,9,3940,6-2 7-5 7-5,5,SF,125,16,0,96,63,52,19,16,3,3,8,2,94,61,43,17,16,9,13
2009-520,Roland Garros,Clay,128,G,20090525,119,104792,11,,Gael Monfils,R,193,FRA,22.72963723,10,3150,104053,6,,Andy Roddick,R,188,USA,26.73511294,6,4220,6-4 6-2 6-3,5,R16,111,17,3,83,49,37,20,13,9,10,4,1,84,60,35,11,14,5,11
2009-422,Cincinnati Masters,Hard,56,M,20090816,28,105023,0,,Sam Querrey,R,198,USA,21.86173854,26,1475,104053,5,,Andy Roddick,R,188,USA,26.9650924,5,5800,7-6(11) 7-6(3),3,R32,118,16,4,90,46,37,26,12,2,3,10,0,87,57,43,16,12,2,3
2009-421,Canada Masters,Hard,56,M,20090810,54,105223,6,,Juan Martin Del Potro,R,198,ARG,20.8788501,6,5155,104053,5,,Andy Roddick,R,188,USA,26.94592745,5,5530,4-6 6-2 7-5,3,SF,127,19,2,87,60,47,15,15,5,6,11,2,85,60,46,9,15,4,7
2009-424,San Jose,Hard,32,A,20090209,29,103285,4,,Radek Stepanek,R,185,CZE,30.20396988,21,2440,104053,1,,Andy Roddick,R,188,USA,26.4476386,6,4510,3-6 7-6(5) 6-4,3,SF,133,12,4,104,57,43,30,15,10,11,19,1,100,78,63,9,16,3,4
2009-540,Wimbledon,Grass,128,G,20090622,127,103819,2,,Roger Federer,R,185,SUI,27.87132101,2,10620,104053,6,,Andy Roddick,R,188,USA,26.81177276,6,4310,5-7 7-6(6) 7-6(5) 3-6 16-14,5,F,256,50,4,197,127,113,42,37,3,5,27,4,239,169,140,31,38,6,7
2009-418,Washington,Hard,48,A,20090802,47,105223,2,,Juan Martin Del Potro,R,198,ARG,20.85968515,6,5005,104053,1,,Andy Roddick,R,188,USA,26.92676249,5,5470,3-6 7-5 7-6(6),3,F,150,19,6,95,52,40,24,16,0,3,21,4,103,70,51,16,17,2,5
