tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-416,Rome Masters,Clay,64,M,20050502,1,104053,1,,Andy Roddick,R,188,USA,22.67214237,3,3515,102257,0,,Greg Rusedski,L,193,GBR,31.65229295,44,870,6-4 6-2,3,R64,81,4,0,45,22,18,19,9,1,1,6,7,74,41,29,13,9,8,11
2005-416,Rome Masters,Clay,64,M,20050502,33,104053,1,,Andy Roddick,R,188,USA,22.67214237,3,3515,102610,0,,Albert Costa,R,180,ESP,29.85352498,50,780,6-4 7-5,3,R32,95,8,0,53,32,30,15,11,1,1,0,1,69,57,36,8,11,3,5
2005-419,Indianapolis,Hard,48,A,20050718,17,104053,1,,Andy Roddick,R,188,USA,22.88295688,4,3590,104098,0,,Dmitry Tursunov,R,185,RUS,22.5982204,119,367,7-6(6) 6-7(7) 7-6(5),3,R32,160,17,3,121,81,61,24,18,1,3,18,12,139,72,60,31,18,6,8
2005-419,Indianapolis,Hard,48,A,20050718,33,104053,1,,Andy Roddick,R,188,USA,22.88295688,4,3590,103174,0,,Noam Okun,R,185,ISR,27.25530459,144,294,6-3 6-3,3,R16,69,9,3,64,42,32,10,9,1,1,3,1,52,33,17,11,9,2,5
2005-418,Washington,Hard,48,A,20050801,17,104053,1,,Andy Roddick,R,188,USA,22.92128679,5,3200,104117,0,,Giovanni Lapentti,R,193,ECU,22.51608487,130,341,6-3 6-4,3,R32,68,8,1,50,37,32,8,10,0,0,4,0,54,40,27,7,9,1,3
2005-418,Washington,Hard,48,A,20050801,33,104053,1,,Andy Roddick,R,188,USA,22.92128679,5,3200,103428,14,,Juan Ignacio Chela,R,190,ARG,25.92197125,47,730,6-4 6-7(4) 6-4,3,R16,128,9,2,89,62,53,17,16,2,2,7,9,115,69,56,21,16,5,7
2005-418,Washington,Hard,48,A,20050801,41,104053,1,,Andy Roddick,R,188,USA,22.92128679,5,3200,103333,0,,Ivo Karlovic,R,208,CRO,26.42299795,75,525,6-7(7) 7-5 6-4,3,QF,119,19,3,90,66,57,17,17,0,0,29,4,98,60,50,22,17,5,7
2005-418,Washington,Hard,48,A,20050801,45,104053,1,,Andy Roddick,R,188,USA,22.92128679,5,3200,103387,13,,Paradorn Srichaphan,R,185,THA,26.13278576,42,825,7-6(4) 6-2,3,SF,82,13,0,48,35,33,11,10,0,0,5,4,76,44,32,15,10,2,4
2005-418,Washington,Hard,48,A,20050801,47,104053,1,,Andy Roddick,R,188,USA,22.92128679,5,3200,103484,0,,James Blake,R,185,USA,25.59342916,101,405,7-5 6-3,3,F,79,18,0,70,48,35,11,11,3,4,6,0,58,35,26,11,10,3,6
2005-520,Roland Garros,Clay,128,G,20050523,64,104053,2,,Andy Roddick,R,188,USA,22.72963723,3,3590,104542,0,WC,Jo Wilfried Tsonga,R,188,FRA,20.09856263,133,319,6-3 6-2 6-4,5,R128,103,3,2,82,57,42,16,14,7,8,9,5,85,45,23,24,13,7,12
2005-580,Australian Open,Hard,128,G,20050117,64,104053,2,,Andy Roddick,R,188,USA,22.38466804,2,3655,103789,0,,Irakli Labadze,L,188,GEO,23.60848734,75,510,7-5 6-2 6-1,5,R128,92,11,0,71,47,40,18,14,4,4,5,7,81,54,29,14,13,4,9
2005-580,Australian Open,Hard,128,G,20050117,96,104053,2,,Andy Roddick,R,188,USA,22.38466804,2,3655,102257,0,,Greg Rusedski,L,193,GBR,31.36481862,48,805,6-0 3-6 6-2 6-3,5,R64,93,11,2,76,55,49,14,16,1,2,12,4,101,63,44,14,16,10,16
2005-580,Australian Open,Hard,128,G,20050117,112,104053,2,,Andy Roddick,R,188,USA,22.38466804,2,3655,103781,32,,Jurgen Melzer,L,183,AUT,23.65776865,34,955,6-2 6-2 7-5,5,R32,95,22,0,76,52,43,17,14,3,3,2,3,94,63,36,15,14,5,10
2005-580,Australian Open,Hard,128,G,20050117,120,104053,2,,Andy Roddick,R,188,USA,22.38466804,2,3655,104259,0,,Philipp Kohlschreiber,R,178,GER,21.25667351,102,423,6-3 7-6(6) 6-1,5,R16,87,15,2,86,59,50,17,15,1,1,5,2,77,43,32,18,13,1,4
2005-580,Australian Open,Hard,128,G,20050117,124,104053,2,,Andy Roddick,R,188,USA,22.38466804,2,3655,103786,26,,Nikolay Davydenko,R,178,RUS,23.62765229,26,1170,6-3 7-5 4-1 RET,5,QF,95,17,2,79,52,41,14,13,4,5,5,3,74,43,28,13,13,4,9
2005-352,Paris Masters,Carpet,48,M,20051031,17,104053,1,,Andy Roddick,R,188,USA,23.17043121,3,3235,103758,0,,Taylor Dent,R,188,USA,24.52019165,34,995,6-4 6-7(2) 7-5,3,R32,139,7,2,126,85,64,22,17,11,11,13,8,104,60,49,24,17,4,6
2005-352,Paris Masters,Carpet,48,M,20051031,33,104053,1,,Andy Roddick,R,188,USA,23.17043121,3,3235,103103,16,,Dominik Hrbaty,R,183,SVK,27.8220397,20,1396,6-1 6-2,3,R16,50,16,0,38,32,28,4,8,0,0,0,2,46,24,16,7,7,7,11
2005-352,Paris Masters,Carpet,48,M,20051031,41,104053,1,,Andy Roddick,R,188,USA,23.17043121,3,3235,103970,10,,David Ferrer,R,175,ESP,23.58110883,17,1500,2-6 6-3 7-6(8),3,QF,132,21,3,114,68,51,19,15,6,9,12,3,85,53,41,20,14,3,5
2005-424,San Jose,Hard,32,A,20050207,1,104053,1,,Andy Roddick,R,188,USA,22.4421629,3,3855,102834,0,Q,Paul Goldstein,R,178,USA,28.5119781,161,272,6-3 6-4,3,R32,71,8,2,63,33,31,14,10,2,2,3,1,52,28,23,12,9,2,4
2005-424,San Jose,Hard,32,A,20050207,17,104053,1,,Andy Roddick,R,188,USA,22.4421629,3,3855,102703,0,,Hyung Taik Lee,R,180,KOR,29.09787817,58,646,6-3 3-6 6-2,3,R16,96,17,5,70,39,33,18,13,1,2,0,2,82,39,27,25,13,5,8
2005-424,San Jose,Hard,32,A,20050207,25,104053,1,,Andy Roddick,R,188,USA,22.4421629,3,3855,102358,0,,Thomas Enqvist,R,190,SWE,30.90759754,75,503,3-6 7-6(6) 7-5,3,QF,142,22,7,102,53,43,23,17,5,9,13,10,125,67,52,22,16,14,17
2005-424,San Jose,Hard,32,A,20050207,29,104053,1,,Andy Roddick,R,188,USA,22.4421629,3,3855,103163,3,,Tommy Haas,R,188,GER,26.85010267,17,1365,7-6(3) 6-3,3,SF,81,14,0,68,48,38,10,11,5,6,2,3,74,39,29,16,10,1,3
2005-424,San Jose,Hard,32,A,20050207,31,104053,1,,Andy Roddick,R,188,USA,22.4421629,3,3855,102642,0,,Cyril Saulnier,R,190,FRA,29.48117728,55,699,6-0 6-4,3,F,50,9,1,46,33,25,9,8,0,0,6,2,43,25,18,6,8,3,7
2005-422,Cincinnati Masters,Hard,64,M,20050815,25,104053,5,,Andy Roddick,R,188,USA,22.9596167,5,3130,103781,0,,Jurgen Melzer,L,183,AUT,24.23271732,41,865,6-3 6-4,3,R64,77,4,2,50,27,24,16,10,0,0,2,3,69,40,28,12,9,1,3
2005-422,Cincinnati Masters,Hard,64,M,20050815,45,104053,5,,Andy Roddick,R,188,USA,22.9596167,5,3130,103507,0,,Juan Carlos Ferrero,R,183,ESP,25.50581793,24,1245,6-7(3) 7-6(5) 6-2,3,R32,129,15,3,94,60,53,20,16,2,2,8,1,98,75,53,15,16,1,3
2005-422,Cincinnati Masters,Hard,64,M,20050815,55,104053,5,,Andy Roddick,R,188,USA,22.9596167,5,3130,103428,0,,Juan Ignacio Chela,R,190,ARG,25.96030116,56,665,7-6(4) 6-2,3,R16,87,14,3,70,39,33,17,10,2,2,7,1,75,41,29,15,10,2,4
2005-422,Cincinnati Masters,Hard,64,M,20050815,60,104053,5,,Andy Roddick,R,188,USA,22.9596167,5,3130,104022,0,,Mikhail Youzhny,R,183,RUS,23.14031485,26,1195,2-6 6-3 6-4,3,QF,88,14,6,72,50,42,9,14,0,2,10,1,71,45,36,13,13,0,2
2005-422,Cincinnati Masters,Hard,64,M,20050815,62,104053,5,,Andy Roddick,R,188,USA,22.9596167,5,3130,103720,3,,Lleyton Hewitt,R,180,AUS,24.47091034,3,3460,6-4 7-6(4),3,SF,97,24,4,83,51,39,20,11,3,3,11,2,73,43,30,20,11,2,3
2005-311,Queen's Club,Grass,56,A,20050606,40,104053,2,,Andy Roddick,R,188,USA,22.76796715,4,3590,102882,0,WC,Mark Philippoussis,R,196,AUS,28.57768652,189,228,6-2 6-4,3,R32,58,10,2,46,27,26,13,9,0,0,5,4,52,33,25,4,9,1,4
2005-311,Queen's Club,Grass,56,A,20050606,48,104053,2,,Andy Roddick,R,188,USA,22.76796715,4,3590,103971,16,,Karol Beck,R,180,SVK,23.17590691,44,842,6-2 3-6 6-4,3,R16,105,13,2,72,50,42,11,13,3,4,4,9,103,48,38,25,14,4,7
2005-311,Queen's Club,Grass,56,A,20050606,52,104053,2,,Andy Roddick,R,188,USA,22.76796715,4,3590,103206,7,,Sebastien Grosjean,R,175,FRA,27.02258727,21,1315,6-4 7-6(5),3,QF,85,6,3,69,48,38,12,11,2,3,6,2,72,39,30,18,11,2,4
2005-311,Queen's Club,Grass,56,A,20050606,54,104053,2,,Andy Roddick,R,188,USA,22.76796715,4,3590,103285,4,,Radek Stepanek,R,185,CZE,26.52429843,16,1435,6-3 2-6 6-2,3,SF,89,11,1,74,54,40,11,13,4,6,8,5,79,55,41,10,12,3,6
2005-311,Queen's Club,Grass,56,A,20050606,55,104053,2,,Andy Roddick,R,188,USA,22.76796715,4,3590,103333,0,,Ivo Karlovic,R,208,CRO,26.2696783,77,520,7-6(7) 7-6(4),3,F,81,10,1,74,58,50,10,12,0,0,16,3,81,52,41,17,12,3,3
2005-540,Wimbledon,Grass,128,G,20050620,64,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,103181,0,,Jiri Vanek,R,185,CZE,27.15674196,100,402,6-1 7-6(4) 6-2,5,R128,83,13,6,68,39,35,19,13,0,1,6,8,85,49,34,12,14,5,11
2005-540,Wimbledon,Grass,128,G,20050620,96,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,103110,0,LL,Daniele Bracciali,R,180,ITA,27.44147844,120,362,7-5 6-3 6-7(3) 4-6 6-3,5,R64,174,23,4,155,108,87,25,27,1,2,15,8,149,72,61,42,25,8,11
2005-540,Wimbledon,Grass,128,G,20050620,112,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,104214,0,,Igor Andreev,R,185,RUS,21.93566051,42,814,6-2 6-2 7-6(4),5,R32,114,15,1,86,66,57,8,14,6,6,2,1,105,74,44,14,14,7,11
2005-540,Wimbledon,Grass,128,G,20050620,120,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,103909,15,,Guillermo Coria,R,175,ARG,23.43326489,18,1385,6-3 7-6(1) 6-4,5,R16,112,13,3,94,59,46,19,15,7,9,6,8,111,65,47,16,16,8,13
2005-540,Wimbledon,Grass,128,G,20050620,124,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,103206,9,,Sebastien Grosjean,R,175,FRA,27.06091718,27,1215,3-6 6-2 6-1 3-6 6-3,5,QF,170,14,0,123,82,64,22,21,5,7,10,4,136,60,44,40,21,11,16
2005-540,Wimbledon,Grass,128,G,20050620,126,104053,2,,Andy Roddick,R,188,USA,22.80629706,4,3590,102563,12,,Thomas Johansson,R,180,SWE,30.24229979,22,1313,6-7(6) 6-2 7-6(10) 7-6(5),5,SF,179,19,0,143,107,84,26,22,3,4,19,2,155,89,69,35,22,2,5
2005-402,Memphis,Hard,32,A,20050214,1,104053,1,,Andy Roddick,R,188,USA,22.46132786,3,3855,102703,0,,Hyung Taik Lee,R,180,KOR,29.11704312,58,621,6-3 6-4,3,R32,58,11,0,45,28,25,15,10,0,0,4,1,52,31,23,11,9,2,4
2005-402,Memphis,Hard,32,A,20050214,17,104053,1,,Andy Roddick,R,188,USA,22.46132786,3,3855,103096,0,,Arnaud Clement,R,173,FRA,27.16221766,113,398,6-3 6-3,3,R16,75,13,1,47,30,27,10,9,1,1,5,3,74,44,30,11,9,6,9
2005-402,Memphis,Hard,32,A,20050214,25,104053,1,,Andy Roddick,R,188,USA,22.46132786,3,3855,104068,0,,Robby Ginepri,R,183,USA,22.35728953,77,510,7-6(7) 7-6(2),3,QF,99,22,1,78,55,44,16,12,4,4,7,4,99,61,46,19,12,8,8
2005-404,Indian Wells Masters,Hard,96,M,20050307,56,104053,3,,Andy Roddick,R,188,USA,22.51882272,3,3855,104269,0,,Fernando Verdasco,L,188,ESP,21.30869268,45,803,6-3 3-6 7-6(2),3,R64,121,16,3,108,61,49,23,15,7,9,6,3,87,49,36,22,15,3,5
2005-404,Indian Wells Masters,Hard,96,M,20050307,76,104053,3,,Andy Roddick,R,188,USA,22.51882272,3,3855,102562,26,,Jiri Novak,R,190,CZE,29.96030116,27,1165,6-1 6-2,3,R32,46,9,3,44,24,21,12,8,0,0,1,3,43,26,16,5,7,2,6
2005-404,Indian Wells Masters,Hard,96,M,20050307,86,104053,3,,Andy Roddick,R,188,USA,22.51882272,3,3855,103602,17,,Fernando Gonzalez,R,183,CHI,24.60506502,17,1350,6-4 6-3,3,R16,66,10,0,53,40,36,6,10,2,2,4,2,64,39,29,9,9,8,10
2005-404,Indian Wells Masters,Hard,96,M,20050307,91,104053,3,,Andy Roddick,R,188,USA,22.51882272,3,3855,102845,7,,Carlos Moya,R,190,ESP,28.52566735,7,2175,6-7(4) 6-4 6-1,3,QF,113,13,0,71,46,40,17,14,0,1,5,1,112,63,42,23,15,10,15
2005-717,Houston,Clay,32,A,20050418,1,104053,1,,Andy Roddick,R,188,USA,22.63381246,4,3340,103663,0,Q,Matias Boeker,R,0,USA,24.3504449,246,163,6-2 6-3,3,R32,58,11,0,46,28,23,11,9,0,1,2,3,45,28,18,5,8,1,5
2005-717,Houston,Clay,32,A,20050418,17,104053,1,,Andy Roddick,R,188,USA,22.63381246,4,3340,104068,0,,Robby Ginepri,R,183,USA,22.52977413,73,530,7-6(6) 6-4,3,R16,79,9,0,63,39,33,13,11,1,2,8,7,75,52,34,11,11,4,6
2005-717,Houston,Clay,32,A,20050418,25,104053,1,,Andy Roddick,R,188,USA,22.63381246,4,3340,103632,8,,Luis Horna,R,180,PER,24.59137577,51,775,6-4 6-1,3,QF,57,14,1,50,35,30,10,9,2,2,5,2,47,37,24,4,8,3,6
2005-717,Houston,Clay,32,A,20050418,29,104053,1,,Andy Roddick,R,188,USA,22.63381246,4,3340,103781,7,,Jurgen Melzer,L,183,AUT,23.90691307,40,895,6-4 6-2,3,SF,65,7,3,53,37,28,7,9,0,2,2,2,52,30,17,7,9,3,8
2005-717,Houston,Clay,32,A,20050418,31,104053,1,,Andy Roddick,R,188,USA,22.63381246,4,3340,103206,6,,Sebastien Grosjean,R,175,FRA,26.88843258,30,1045,6-2 6-2,3,F,71,4,0,44,28,20,13,8,0,0,3,3,62,33,19,12,8,6,10
2005-375,Lyon,Carpet,32,A,20051024,1,104053,1,,Andy Roddick,R,188,USA,23.15126626,3,3120,103693,0,WC,Thierry Ascione,R,188,FRA,24.76659822,94,434,7-5 6-3,3,R32,69,12,1,51,35,33,11,11,0,0,5,4,68,43,29,13,10,1,3
2005-375,Lyon,Carpet,32,A,20051024,17,104053,1,,Andy Roddick,R,188,USA,23.15126626,3,3120,103917,0,Q,Nicolas Mahut,R,190,FRA,23.75633128,154,268,7-6(5) 6-3,3,R16,90,13,0,51,34,31,13,10,0,0,9,2,80,48,35,14,11,2,4
2005-375,Lyon,Carpet,32,A,20051024,25,104053,1,,Andy Roddick,R,188,USA,23.15126626,3,3120,104339,7,,Mario Ancic,R,196,CRO,21.5687885,21,1360,6-4 6-4,3,QF,64,13,0,48,35,30,10,10,0,0,4,0,54,40,29,7,10,4,6
2005-375,Lyon,Carpet,32,A,20051024,29,104053,1,,Andy Roddick,R,188,USA,23.15126626,3,3120,102148,0,,Fabrice Santoro,R,178,FRA,32.8733744,78,500,6-4 7-6(5),3,SF,99,23,0,72,51,40,12,11,1,1,3,0,80,45,33,20,11,2,3
2005-375,Lyon,Carpet,32,A,20051024,31,104053,1,,Andy Roddick,R,188,USA,23.15126626,3,3120,104792,0,,Gael Monfils,R,193,FRA,19.14579055,36,889,6-3 6-2,3,F,60,9,0,47,35,31,7,9,2,2,6,2,55,35,22,9,8,1,4
2005-D008,Davis Cup WG R1: USA vs CRO,Hard,4,D,20050304,2,104053,0,,Andy Roddick,R,188,USA,22.49965777,3,3855,104339,0,,Mario Ancic,R,196,CRO,20.91718001,23,1236,4-6 6-2 6-1 6-4,5,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-D023,Davis Cup WG PO: BEL vs USA,Clay,4,D,20050923,2,104053,0,,Andy Roddick,R,188,USA,23.05544148,3,3125,103294,0,,Christophe Rochus,R,170,BEL,26.76249144,54,704,6-1 6-2 6-3,5,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-D023,Davis Cup WG PO: BEL vs USA,Clay,4,D,20050923,3,104053,0,,Andy Roddick,R,188,USA,23.05544148,3,3125,103694,0,,Olivier Rochus,R,168,BEL,24.66803559,31,1025,6-7(4) 7-6(4) 7-6(5) 4-6 6-3,5,RR,272,35,8,188,121,93,29,28,6,11,2,1,179,149,101,18,27,9,14
